,CKSNAP_AA.gap0,CKSNAP_AC.gap0,CKSNAP_AG.gap0,CKSNAP_AT.gap0,CKSNAP_CA.gap0,CKSNAP_CC.gap0,CKSNAP_CG.gap0,CKSNAP_CT.gap0,CKSNAP_GA.gap0,CKSNAP_GC.gap0,CKSNAP_GG.gap0,CKSNAP_GT.gap0,CKSNAP_TA.gap0,CKSNAP_TC.gap0,CKSNAP_TG.gap0,CKSNAP_TT.gap0,CKSNAP_AA.gap1,CKSNAP_AC.gap1,CKSNAP_AG.gap1,CKSNAP_AT.gap1,CKSNAP_CA.gap1,CKSNAP_CC.gap1,CKSNAP_CG.gap1,CKSNAP_CT.gap1,CKSNAP_GA.gap1,CKSNAP_GC.gap1,CKSNAP_GG.gap1,CKSNAP_GT.gap1,CKSNAP_TA.gap1,CKSNAP_TC.gap1,CKSNAP_TG.gap1,CKSNAP_TT.gap1,CKSNAP_AA.gap2,CKSNAP_AC.gap2,CKSNAP_AG.gap2,CKSNAP_AT.gap2,CKSNAP_CA.gap2,CKSNAP_CC.gap2,CKSNAP_CG.gap2,CKSNAP_CT.gap2,CKSNAP_GA.gap2,CKSNAP_GC.gap2,CKSNAP_GG.gap2,CKSNAP_GT.gap2,CKSNAP_TA.gap2,CKSNAP_TC.gap2,CKSNAP_TG.gap2,CKSNAP_TT.gap2
A1_129,0.2,0.02,0.08,0.1,0.04,0.1,0.0,0.06,0.06,0.02,0.04,0.06,0.1,0.04,0.06,0.02,0.22448979591836735,0.04081632653061224,0.02040816326530612,0.10204081632653061,0.061224489795918366,0.061224489795918366,0.04081632653061224,0.04081632653061224,0.08163265306122448,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.08163265306122448,0.20833333333333334,0.041666666666666664,0.0625,0.08333333333333333,0.041666666666666664,0.0625,0.041666666666666664,0.0625,0.125,0.0,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.041666666666666664,0.0625,0.08333333333333333
A1_130,0.2,0.02,0.08,0.1,0.04,0.08,0.0,0.06,0.06,0.02,0.04,0.06,0.1,0.04,0.06,0.04,0.22448979591836735,0.04081632653061224,0.02040816326530612,0.12244897959183673,0.061224489795918366,0.04081632653061224,0.04081632653061224,0.04081632653061224,0.08163265306122448,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.08163265306122448,0.20833333333333334,0.041666666666666664,0.0625,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0625,0.125,0.0,0.020833333333333332,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0625,0.08333333333333333
A1_131,0.2,0.02,0.08,0.1,0.04,0.06,0.0,0.06,0.06,0.02,0.04,0.06,0.1,0.06,0.06,0.04,0.22448979591836735,0.04081632653061224,0.02040816326530612,0.12244897959183673,0.061224489795918366,0.02040816326530612,0.04081632653061224,0.04081632653061224,0.08163265306122448,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.04081632653061224,0.061224489795918366,0.061224489795918366,0.08163265306122448,0.20833333333333334,0.0625,0.0625,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.125,0.0,0.020833333333333332,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0625,0.08333333333333333
A1_133,0.2,0.02,0.08,0.1,0.04,0.04,0.0,0.06,0.06,0.02,0.04,0.06,0.12,0.06,0.06,0.04,0.22448979591836735,0.04081632653061224,0.02040816326530612,0.12244897959183673,0.08163265306122448,0.0,0.04081632653061224,0.02040816326530612,0.08163265306122448,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.04081632653061224,0.061224489795918366,0.061224489795918366,0.10204081632653061,0.20833333333333334,0.0625,0.0625,0.08333333333333333,0.041666666666666664,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.125,0.0,0.020833333333333332,0.041666666666666664,0.0625,0.041666666666666664,0.0625,0.10416666666666667
A1_134,0.22,0.02,0.08,0.1,0.04,0.04,0.0,0.06,0.06,0.02,0.04,0.06,0.12,0.04,0.06,0.04,0.22448979591836735,0.04081632653061224,0.02040816326530612,0.12244897959183673,0.08163265306122448,0.0,0.04081632653061224,0.02040816326530612,0.08163265306122448,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.08163265306122448,0.20833333333333334,0.0625,0.0625,0.08333333333333333,0.0625,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.125,0.0,0.020833333333333332,0.041666666666666664,0.0625,0.041666666666666664,0.041666666666666664,0.10416666666666667
A1_136,0.22,0.02,0.08,0.12,0.04,0.04,0.0,0.04,0.06,0.02,0.04,0.06,0.12,0.04,0.04,0.06,0.22448979591836735,0.04081632653061224,0.02040816326530612,0.16326530612244897,0.08163265306122448,0.0,0.02040816326530612,0.02040816326530612,0.08163265306122448,0.02040816326530612,0.061224489795918366,0.02040816326530612,0.061224489795918366,0.04081632653061224,0.061224489795918366,0.08163265306122448,0.20833333333333334,0.0625,0.0625,0.10416666666666667,0.0625,0.0,0.041666666666666664,0.020833333333333332,0.125,0.0,0.020833333333333332,0.041666666666666664,0.0625,0.020833333333333332,0.041666666666666664,0.125
A1_141,0.2,0.02,0.1,0.12,0.04,0.02,0.0,0.04,0.06,0.02,0.04,0.06,0.14,0.04,0.04,0.06,0.1836734693877551,0.061224489795918366,0.02040816326530612,0.16326530612244897,0.061224489795918366,0.0,0.02040816326530612,0.02040816326530612,0.10204081632653061,0.0,0.061224489795918366,0.02040816326530612,0.08163265306122448,0.04081632653061224,0.08163265306122448,0.08163265306122448,0.22916666666666666,0.0625,0.0625,0.08333333333333333,0.020833333333333332,0.0,0.041666666666666664,0.020833333333333332,0.125,0.0,0.020833333333333332,0.041666666666666664,0.0625,0.041666666666666664,0.0625,0.125
A1_149,0.18,0.02,0.08,0.14,0.04,0.02,0.0,0.04,0.1,0.02,0.04,0.04,0.1,0.04,0.06,0.08,0.20408163265306123,0.061224489795918366,0.04081632653061224,0.12244897959183673,0.061224489795918366,0.0,0.02040816326530612,0.02040816326530612,0.08163265306122448,0.0,0.061224489795918366,0.061224489795918366,0.08163265306122448,0.04081632653061224,0.061224489795918366,0.08163265306122448,0.20833333333333334,0.0625,0.0625,0.08333333333333333,0.041666666666666664,0.0,0.041666666666666664,0.020833333333333332,0.10416666666666667,0.0,0.041666666666666664,0.0625,0.0625,0.041666666666666664,0.041666666666666664,0.125
A1_151,0.18,0.02,0.1,0.14,0.04,0.02,0.0,0.04,0.1,0.02,0.04,0.02,0.1,0.04,0.06,0.08,0.20408163265306123,0.061224489795918366,0.04081632653061224,0.12244897959183673,0.061224489795918366,0.0,0.02040816326530612,0.02040816326530612,0.061224489795918366,0.0,0.061224489795918366,0.061224489795918366,0.08163265306122448,0.04081632653061224,0.08163265306122448,0.08163265306122448,0.22916666666666666,0.0625,0.0625,0.08333333333333333,0.041666666666666664,0.0,0.041666666666666664,0.020833333333333332,0.08333333333333333,0.0,0.041666666666666664,0.0625,0.041666666666666664,0.041666666666666664,0.0625,0.125
A1_153,0.16,0.02,0.1,0.14,0.04,0.02,0.0,0.04,0.12,0.02,0.04,0.02,0.1,0.04,0.06,0.08,0.1836734693877551,0.061224489795918366,0.04081632653061224,0.12244897959183673,0.061224489795918366,0.0,0.02040816326530612,0.02040816326530612,0.08163265306122448,0.0,0.061224489795918366,0.061224489795918366,0.08163265306122448,0.04081632653061224,0.08163265306122448,0.08163265306122448,0.20833333333333334,0.0625,0.0625,0.08333333333333333,0.041666666666666664,0.0,0.041666666666666664,0.020833333333333332,0.08333333333333333,0.0,0.041666666666666664,0.0625,0.0625,0.041666666666666664,0.0625,0.125
A1_158,0.14,0.0,0.1,0.18,0.02,0.02,0.0,0.04,0.12,0.02,0.04,0.02,0.12,0.04,0.06,0.08,0.16326530612244897,0.04081632653061224,0.04081632653061224,0.16326530612244897,0.04081632653061224,0.0,0.02040816326530612,0.02040816326530612,0.08163265306122448,0.0,0.061224489795918366,0.061224489795918366,0.10204081632653061,0.04081632653061224,0.08163265306122448,0.08163265306122448,0.1875,0.041666666666666664,0.0625,0.10416666666666667,0.041666666666666664,0.0,0.041666666666666664,0.0,0.10416666666666667,0.0,0.041666666666666664,0.0625,0.0625,0.041666666666666664,0.0625,0.14583333333333334
A1_159,0.12,0.0,0.1,0.18,0.02,0.02,0.0,0.04,0.12,0.02,0.04,0.02,0.12,0.04,0.06,0.1,0.16326530612244897,0.04081632653061224,0.04081632653061224,0.16326530612244897,0.04081632653061224,0.0,0.02040816326530612,0.02040816326530612,0.08163265306122448,0.0,0.061224489795918366,0.061224489795918366,0.10204081632653061,0.04081632653061224,0.08163265306122448,0.08163265306122448,0.16666666666666666,0.041666666666666664,0.0625,0.125,0.041666666666666664,0.0,0.041666666666666664,0.0,0.10416666666666667,0.0,0.041666666666666664,0.0625,0.0625,0.041666666666666664,0.0625,0.14583333333333334
A1_162,0.12,0.0,0.1,0.16,0.04,0.02,0.0,0.04,0.12,0.02,0.04,0.02,0.1,0.06,0.06,0.1,0.14285714285714285,0.04081632653061224,0.04081632653061224,0.14285714285714285,0.04081632653061224,0.0,0.02040816326530612,0.04081632653061224,0.08163265306122448,0.0,0.061224489795918366,0.061224489795918366,0.12244897959183673,0.061224489795918366,0.08163265306122448,0.061224489795918366,0.16666666666666666,0.0625,0.041666666666666664,0.10416666666666667,0.041666666666666664,0.0,0.041666666666666664,0.0,0.10416666666666667,0.0,0.041666666666666664,0.0625,0.08333333333333333,0.041666666666666664,0.0625,0.14583333333333334
A1_165,0.12,0.0,0.1,0.18,0.04,0.02,0.0,0.04,0.12,0.02,0.04,0.0,0.12,0.06,0.04,0.1,0.16326530612244897,0.04081632653061224,0.04081632653061224,0.16326530612244897,0.04081632653061224,0.0,0.02040816326530612,0.04081632653061224,0.061224489795918366,0.0,0.061224489795918366,0.061224489795918366,0.12244897959183673,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.16666666666666666,0.0625,0.041666666666666664,0.125,0.0625,0.0,0.041666666666666664,0.0,0.10416666666666667,0.0,0.041666666666666664,0.041666666666666664,0.0625,0.041666666666666664,0.0625,0.14583333333333334
A1_166,0.12,0.0,0.1,0.18,0.04,0.02,0.0,0.04,0.12,0.02,0.04,0.0,0.1,0.08,0.04,0.1,0.16326530612244897,0.04081632653061224,0.04081632653061224,0.16326530612244897,0.04081632653061224,0.0,0.02040816326530612,0.04081632653061224,0.061224489795918366,0.0,0.061224489795918366,0.061224489795918366,0.12244897959183673,0.08163265306122448,0.061224489795918366,0.04081632653061224,0.16666666666666666,0.08333333333333333,0.041666666666666664,0.125,0.0625,0.0,0.041666666666666664,0.0,0.10416666666666667,0.0,0.041666666666666664,0.041666666666666664,0.0625,0.020833333333333332,0.0625,0.14583333333333334
A1_167,0.12,0.0,0.1,0.16,0.06,0.02,0.0,0.04,0.12,0.02,0.04,0.0,0.1,0.08,0.04,0.1,0.16326530612244897,0.02040816326530612,0.04081632653061224,0.16326530612244897,0.04081632653061224,0.0,0.02040816326530612,0.04081632653061224,0.061224489795918366,0.0,0.061224489795918366,0.061224489795918366,0.14285714285714285,0.08163265306122448,0.061224489795918366,0.04081632653061224,0.16666666666666666,0.0625,0.041666666666666664,0.125,0.0625,0.0,0.041666666666666664,0.0,0.10416666666666667,0.0,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.020833333333333332,0.0625,0.14583333333333334
A1_169,0.12,0.02,0.1,0.16,0.06,0.0,0.0,0.06,0.12,0.02,0.04,0.0,0.1,0.06,0.04,0.1,0.16326530612244897,0.02040816326530612,0.04081632653061224,0.1836734693877551,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.02040816326530612,0.061224489795918366,0.0,0.061224489795918366,0.061224489795918366,0.14285714285714285,0.061224489795918366,0.061224489795918366,0.04081632653061224,0.16666666666666666,0.0625,0.041666666666666664,0.125,0.0625,0.0,0.020833333333333332,0.020833333333333332,0.10416666666666667,0.0,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0625,0.125
A1_172,0.12,0.02,0.1,0.16,0.06,0.0,0.0,0.04,0.12,0.02,0.04,0.0,0.1,0.06,0.04,0.12,0.16326530612244897,0.02040816326530612,0.04081632653061224,0.1836734693877551,0.04081632653061224,0.02040816326530612,0.0,0.04081632653061224,0.061224489795918366,0.0,0.04081632653061224,0.061224489795918366,0.14285714285714285,0.061224489795918366,0.08163265306122448,0.04081632653061224,0.16666666666666666,0.0625,0.041666666666666664,0.14583333333333334,0.0625,0.0,0.020833333333333332,0.020833333333333332,0.08333333333333333,0.0,0.041666666666666664,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0625,0.125
A1_175,0.14,0.02,0.1,0.16,0.06,0.0,0.0,0.04,0.12,0.02,0.02,0.0,0.1,0.06,0.04,0.12,0.14285714285714285,0.02040816326530612,0.061224489795918366,0.1836734693877551,0.04081632653061224,0.02040816326530612,0.0,0.04081632653061224,0.08163265306122448,0.0,0.02040816326530612,0.061224489795918366,0.14285714285714285,0.061224489795918366,0.08163265306122448,0.04081632653061224,0.16666666666666666,0.0625,0.020833333333333332,0.14583333333333334,0.0625,0.0,0.020833333333333332,0.020833333333333332,0.08333333333333333,0.0,0.041666666666666664,0.041666666666666664,0.10416666666666667,0.041666666666666664,0.0625,0.125
A1_177,0.14,0.02,0.08,0.16,0.06,0.0,0.0,0.04,0.1,0.02,0.06,0.0,0.1,0.06,0.04,0.12,0.12244897959183673,0.02040816326530612,0.08163265306122448,0.1836734693877551,0.04081632653061224,0.02040816326530612,0.0,0.04081632653061224,0.08163265306122448,0.0,0.02040816326530612,0.061224489795918366,0.14285714285714285,0.061224489795918366,0.08163265306122448,0.04081632653061224,0.16666666666666666,0.0625,0.0625,0.125,0.0625,0.0,0.020833333333333332,0.020833333333333332,0.0625,0.0,0.041666666666666664,0.041666666666666664,0.10416666666666667,0.041666666666666664,0.0625,0.125
A1_178,0.14,0.02,0.08,0.16,0.06,0.0,0.0,0.04,0.08,0.02,0.08,0.0,0.1,0.06,0.04,0.12,0.12244897959183673,0.02040816326530612,0.08163265306122448,0.1836734693877551,0.04081632653061224,0.02040816326530612,0.0,0.04081632653061224,0.08163265306122448,0.0,0.04081632653061224,0.04081632653061224,0.14285714285714285,0.061224489795918366,0.08163265306122448,0.04081632653061224,0.16666666666666666,0.0625,0.0625,0.125,0.0625,0.0,0.020833333333333332,0.020833333333333332,0.0625,0.0,0.0625,0.020833333333333332,0.10416666666666667,0.041666666666666664,0.0625,0.125
A2_26,0.48,0.02,0.24,0.0,0.02,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5306122448979592,0.0,0.20408163265306123,0.0,0.0,0.0,0.02040816326530612,0.0,0.20408163265306123,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5,0.020833333333333332,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.22916666666666666,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_27,0.48,0.02,0.24,0.0,0.02,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5510204081632653,0.0,0.1836734693877551,0.0,0.0,0.0,0.02040816326530612,0.0,0.20408163265306123,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5,0.020833333333333332,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.22916666666666666,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_28,0.5,0.02,0.22,0.0,0.02,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5510204081632653,0.0,0.1836734693877551,0.0,0.0,0.0,0.02040816326530612,0.0,0.20408163265306123,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5,0.020833333333333332,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.22916666666666666,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_30,0.52,0.02,0.22,0.0,0.02,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.1836734693877551,0.0,0.0,0.0,0.02040816326530612,0.0,0.1836734693877551,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.020833333333333332,0.1875,0.0,0.020833333333333332,0.0,0.0,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_32,0.5,0.02,0.22,0.0,0.02,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.1836734693877551,0.0,0.0,0.0,0.02040816326530612,0.0,0.1836734693877551,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5208333333333334,0.020833333333333332,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_33,0.52,0.02,0.22,0.0,0.02,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.1836734693877551,0.0,0.0,0.0,0.02040816326530612,0.0,0.1836734693877551,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.020833333333333332,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.1875,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_34,0.52,0.02,0.22,0.0,0.02,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.1836734693877551,0.0,0.0,0.0,0.02040816326530612,0.0,0.1836734693877551,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5208333333333334,0.020833333333333332,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_36,0.48,0.02,0.24,0.0,0.02,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.1836734693877551,0.0,0.0,0.0,0.02040816326530612,0.0,0.1836734693877551,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5208333333333334,0.020833333333333332,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_37,0.5,0.02,0.22,0.0,0.02,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5510204081632653,0.0,0.1836734693877551,0.0,0.0,0.0,0.02040816326530612,0.0,0.20408163265306123,0.02040816326530612,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_39,0.52,0.0,0.24,0.0,0.02,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5510204081632653,0.0,0.20408163265306123,0.0,0.0,0.0,0.02040816326530612,0.0,0.20408163265306123,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_40,0.52,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.20408163265306123,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_41,0.54,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5510204081632653,0.0,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.22448979591836735,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_43,0.54,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5510204081632653,0.0,0.22448979591836735,0.0,0.0,0.0,0.0,0.0,0.20408163265306123,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_44,0.52,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.20408163265306123,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_45,0.54,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5510204081632653,0.0,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.22448979591836735,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_46,0.56,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.20408163265306123,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_47,0.56,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.20408163265306123,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_49,0.54,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.20408163265306123,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_50,0.54,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.20408163265306123,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_51,0.54,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.1836734693877551,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.22916666666666666,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_52,0.52,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.1836734693877551,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_53,0.5,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.1836734693877551,0.0,0.0,0.0,0.0,0.0,0.1836734693877551,0.0,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.0,0.22916666666666666,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
A2_54,0.5,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.5510204081632653,0.0,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.1836734693877551,0.0,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0
A2_55,0.5,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.5510204081632653,0.0,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.20408163265306123,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0
A2_57,0.54,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.5510204081632653,0.0,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.20408163265306123,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0
A2_58,0.52,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.5306122448979592,0.0,0.22448979591836735,0.0,0.0,0.0,0.0,0.0,0.20408163265306123,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0
A2_59,0.5,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.5510204081632653,0.0,0.20408163265306123,0.0,0.0,0.0,0.0,0.0,0.20408163265306123,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.0,0.20833333333333334,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0
